Name,#Images,#Recognised images,Percent of recognising
Bryant_Young,1,1,100.0
Tony_LaRussa,1,1,100.0
Juan_Manuel_Marquez,3,3,100.0
Mike_Babcock,2,2,100.0
Angela_Bassett,5,5,100.0
Brian_Van_Dusen,1,1,100.0
Michael_Haneke,1,1,100.0
Jackie_Chan,13,13,100.0
Alvaro_Uribe,35,35,100.0
Paul_McNulty,2,2,100.0
Alessandra_Cerna,1,1,100.0
Nancy_Pelosi,15,15,100.0
Wayne_Brady,1,1,100.0
David_Gest,1,1,100.0
Bill_Doba,1,1,100.0
Eugene_Teslovic,1,1,100.0
Jorge_Marquez-Ruarte,1,1,100.0
Michel_Minard,1,1,100.0
Marianne_Stanley,1,1,100.0
Michael_Capellas,2,2,100.0
Matt_Siebrandt,1,1,100.0
Darrell_Royal,1,1,100.0
Lane_Odom,1,1,100.0
Gary_Locke,2,2,100.0
Nikolay_Davydenko,1,1,100.0
Viara_Vike-Freiberga,1,1,100.0
Sergei_Alexandrovitch_Ordzhonikidze,1,1,100.0
Cass_Ballenger,1,1,100.0
Momir_Nikolic,1,1,100.0
Jack_Nicholson,3,3,100.0
Todd_Parrott,1,1,100.0
David_Ho,1,1,100.0
Jennifer_Gratz,1,1,100.0
Emilio_Botin,1,1,100.0
Michael_Chang,8,8,100.0
William_Webster,1,1,100.0
Shinzo_Abe,1,1,100.0
Mariam_Ali_Hassan,1,1,100.0
Nina_Jacobson,1,1,100.0
Bill_Gates,17,17,100.0
Tom_Izzo,1,1,100.0
Devin_Harris,1,1,100.0
Alfredo_Pena,1,1,100.0
Eriko_Tamura,1,1,100.0
Mickey_Sherman,1,1,100.0
Brian_Lara,1,1,100.0
Emmy_Rossum,1,1,100.0
Tom_Lantos,1,1,100.0
Marwan_Muasher,1,1,100.0
Bob_Bowlsby,1,1,100.0
Filippo_Volandri,1,1,100.0
Willie_Wilson,1,1,100.0
Brad_Gushue,1,1,100.0
Monique_Gagnon-Tremblay,1,1,100.0
George_Voinovich,3,3,100.0
Brad_Brownell,1,1,100.0
Francisco_Flores,4,4,100.0
Marlene_Weingartner,1,1,100.0
Nastia_Liukin,1,1,100.0
Mario_Vasquez_Rana,1,1,100.0
Ilie_Nastase,1,1,100.0
Jimmy_Carter,9,9,100.0
Nicolas_Lapentti,2,2,100.0
Emyr_Jones_Parry,1,1,100.0
Minnie_Driver,2,2,100.0
Kwon_Yang-sook,3,3,100.0
Gene_Orza,1,1,100.0
Noor_Mohammed,1,1,100.0
Julian_Battle,1,1,100.0
Carson_Palmer,4,4,100.0
Ana_Paula_Gerard,1,1,100.0
Anders_Fogh_Rasmussen,4,4,100.0
Paul_Patton,2,2,100.0
Tony_Fernandes,1,1,100.0
Din_Samsudin,1,1,100.0
Carla_Gay_Balingit,1,1,100.0
Brad_Russ,1,1,100.0
Brian_Wells,2,2,100.0
Mike_Alden,1,1,100.0
Heather_Locklear,1,1,100.0
Brady_Rodgers,1,1,100.0
Debra_Rose,1,1,100.0
Maurice_Strong,1,1,100.0
Mufti_Mohammad_Syed,1,1,100.0
David_Heymann,5,5,100.0
Cecile_de_France,1,1,100.0
Masja_Juel,1,1,100.0
Ali_Ahmeti,1,1,100.0
Brian_Weaver,1,1,100.0
Michael_Fitzgerald,1,1,100.0
Valentino_Rossi,6,6,100.0
Michael_Arif,1,1,100.0
Martin_Lawrence,1,1,100.0
Victor_Garber,1,1,100.0
Mary_Steenburgen,3,3,100.0
Aleksander_Voloshin,1,1,100.0
Michael_Munoz,1,1,100.0
Masum_Turker,3,3,100.0
Bill_Carmody,1,1,100.0
Mohammad_Aktar,1,1,100.0
Matt_Welsh,1,1,100.0
Andrei_Nikolishin,1,1,100.0
Derek_King,1,1,100.0
Larry_Beinfest,1,1,100.0
Troy_Garity,1,1,100.0
Emily_Stevens,1,1,100.0
Will_Smith,2,2,100.0
Peter_Rasmussen,1,1,100.0
Gerald_Fitch,1,1,100.0
Tommy_Lewis,1,1,100.0
Esad_Landzo,1,1,100.0
Vladimir_Putin,47,47,100.0
Gerald_Barbarito,1,1,100.0
Mary_Landrieu,3,3,100.0
Nathan_Smith,1,1,100.0
Zeng_Qinghong,1,1,100.0
Milt_Heflin,1,1,100.0
Jennifer_Granholm,1,1,100.0
Diane_Green,2,2,100.0
Ester_Canadas,1,1,100.0
Wen_Jiabao,13,13,100.0
Blythe_Danner,2,2,100.0
Mohammaed_Ahmad_Al_Jarallah,1,1,100.0
Brad_Wilk,1,1,100.0
Carlton_Baugh,1,1,100.0
Julia_Glass,1,1,100.0
Brandon_Fails,1,1,100.0
Mary_McCarty,1,1,100.0
Johnny_Tapia,3,1,33.333333333333336
Khaled_Sawalhi,1,1,100.0
Ryan_Newman,1,1,100.0
William_Rosenberg,1,1,100.0
Mark_Philippoussis,10,9,90.0
Alan_Tang_Kwong-wing,1,1,100.0
Khum_Bahadur_Khadka,1,1,100.0
Kevin_Hearn,1,1,100.0
Andrew_Bunner,2,2,100.0
Natalie_Maines,5,5,100.0
Miguel_Jimenez,1,1,100.0
Carolyn_Kuhl,1,1,100.0
Ana_Palacio,8,8,100.0
Justin_Marshall,1,1,100.0
Mike_Holmgren,2,2,100.0
Carla_Del_Ponte,3,3,100.0
Kevin_Marshall,1,1,100.0
Derek_Abney,1,1,100.0
Joseph_Galante,1,1,100.0
Peter_Max,1,1,100.0
Natasa_Micic,1,1,100.0
David_Glenn,1,1,100.0
Julia_Ormond,1,1,100.0
Irene_Kahn,1,1,100.0
Zach_Parise,1,1,100.0
Yves_Brodeur,1,1,100.0
Jennifer_Reilly,2,2,100.0
Floyd_Keith,1,1,100.0
Massoud_Barzani,1,1,100.0
Bill_Self,1,1,100.0
Amber_Frey,1,1,100.0
George_Plimpton,1,1,100.0
Ontario_Lett,1,1,100.0
Angel_Lockward,1,1,100.0
Jorge_Enrique_Jimenez,1,1,100.0
Michael_Phelps,5,5,100.0
Michael_Winterbottom,3,3,100.0
Mike_Brey,2,2,100.0
Martina_Hingis,3,2,66.66666666666667
David_Duke,1,1,100.0
Tex_Ritter,1,1,100.0
Derek_Jeter,4,4,100.0
Jennifer_Thompson,2,2,100.0
Vojislav_Kostunica,7,6,85.71428571428571
John_Wolf,2,2,100.0
Seth_Gorney,1,1,100.0
Jose_Maria_Aznar,23,21,91.30434782608695
Amanda_Bynes,4,4,100.0
Joan_Collins,1,1,100.0
Sada_Jacobson,1,1,100.0
Jon_Constance,1,1,100.0
Kevin_Keegan,1,1,100.0
Maureen_Fanning,2,2,100.0
Brock_Berlin,1,1,100.0
Vassilis_Xiros,1,1,100.0
Alistair_MacDonald,1,1,100.0
Mitsou_Gelinas,1,1,100.0
Mark_Mariscal,1,1,100.0
Mikhail_Kalashnikov,1,1,100.0
Nancy_Smith,1,1,100.0
Bill_Mauldin,1,1,100.0
Juergen_Braehmer,1,1,100.0
Bill_Elliott,1,1,100.0
Pedro_Velasquez,1,1,100.0
Albert_Brooks,1,1,100.0
George_Brumley_III,1,1,100.0
Sara_Silverman,1,1,100.0
Marquier_Montano_Contreras,1,1,100.0
Peter_Caruana,1,1,100.0
Heather_Mills,4,4,100.0
Juan_Jose_Lucas,1,1,100.0
Alberto_Fujimori,2,2,100.0
Jerelle_Kraus,1,1,100.0
Joseph_Ralston,2,2,100.0
Hama_Arba_Diallo,1,1,100.0
Trisha_Meili,1,1,100.0
Mike_Bair,1,1,100.0
David_Heyman,2,2,100.0
Kyoko_Nakayama,1,1,100.0
Andrea_De_Cruz,1,1,100.0
Ernie_Eves,2,2,100.0
Fernando_Vargas,4,4,100.0
Gavyn_Davies,1,1,100.0
Bill_Pryor,1,1,100.0
Sofyan_Dawood,1,1,100.0
David_Blaine,1,1,100.0
Phil_Bredesen,1,1,100.0
Mike_Bryan,1,1,100.0
Sean_Combs,1,1,100.0
Juan_Ignacio_Chela,3,2,66.66666666666667
Kevin_Sorbo,1,1,100.0
Jonathan_Arden,1,1,100.0
Tom_Daschle,25,25,100.0
Tim_Chapman,2,2,100.0
Jose_Luis_Santiago_Vasconcelos,1,1,100.0
Will_Young,1,1,100.0
Melissa_Gilbert,1,1,100.0
Mike_Martz,7,7,100.0
Joseph_Biden,5,5,100.0
Joseph_Deiss,3,3,100.0
Shania_Twain,1,1,100.0
Michel_Temer,2,2,100.0
Osama_Al_Baz,1,1,100.0
Betsy_Coffin,1,1,100.0
Tommy_Franks,16,16,100.0
Newton_Carlton_Slawson,1,1,100.0
Mikhail_Wehbe,4,4,100.0
Gary_Sayler,1,1,100.0
Spike_Jonze,1,1,100.0
Nathalie_Gagnon,1,1,100.0
Myung_Yang,1,1,100.0
Britney_Spears,14,14,100.0
Jens_Lehmann,1,1,100.0
Brian_Cook,1,1,100.0
Diane_Ladd,1,1,100.0
Mike_Duke,1,1,100.0
Nur_Jaafar,1,1,100.0
Andrew_Wetzler,1,1,100.0
Mikulas_Dzurinda,2,2,100.0
Jorge_Arce,2,2,100.0
Daryl_Jones,1,1,100.0
Flavia_Pennetta,1,1,100.0
Angela_Mascia-Frye,1,1,100.0
Mary_Matalin,1,1,100.0
Nick_Markakis,1,1,100.0
Michael_Kahn,1,1,100.0
George_Papandreou,4,4,100.0
Nikki_Cascone,1,1,100.0
Mohamed_Hammam,1,1,100.0
Kenneth_Cooper,1,1,100.0
George_Tenet,2,2,100.0
Tyler_Hamilton,2,2,100.0
Bill_Kollar,1,1,100.0
Brenda_Magana,1,1,100.0
Victor_Hanescu,1,1,100.0
Nila_Ferran,1,1,100.0
Marieta_Chrousala,3,3,100.0
Charles_Mathews,2,2,100.0
Hassanal_Bolkiah,1,1,100.0
Mary_Zorn,1,1,100.0
Tonya_Payne,1,1,100.0
William_Bratton,3,3,100.0
Carin_Koch,1,1,100.0
Mark_Redman,1,1,100.0
Deb_Santos,1,1,100.0
Lena_Katina,1,1,100.0
Brandon_Hammond,1,1,100.0
Harbhajan_Singh,2,2,100.0
Hayley_Tullett,2,2,100.0
Gary_Winnick,2,2,100.0
Jose_Mourinho,2,2,100.0
Kenneth_Evans,2,2,100.0
Catherine_Woodard,1,1,100.0
Tom_Scully,1,1,100.0
Charlotte_Rampling,2,1,50.0
Mark_Sisk,1,1,100.0
Thomas_Kelly,1,1,100.0
Wen_Ho_Lee,1,1,100.0
Olivier_Rochus,1,1,100.0
Jennifer_Renee_Short,1,1,100.0
Monica_Gabrielle,1,1,100.0
Denise_Locke,1,1,100.0
Meles_Zenawi,1,1,100.0
Marie-Reine_Le_Gougne,2,2,100.0
Mariana_Ohata,1,1,100.0
Alex_Cejka,1,1,100.0
Mark_Dacey,2,2,100.0
Noer_Muis,1,1,100.0
Harry_Schmidt,4,4,100.0
Francesco_Totti,1,1,100.0
Carlos_Bianchi,2,2,100.0
Francis_Ford_Coppola,2,2,100.0
Brennon_Leighton,1,1,100.0
Bill_Frist,9,9,100.0
Troy_Polamalu,1,1,100.0
Pauley_Perrette,1,1,100.0
Catherine_Ndereba,1,1,100.0
Derek_Parra,1,1,100.0
Peter_Schultz,1,1,100.0
Bob_Graham,6,6,100.0
Ernesto_Zedillo,2,2,100.0
Celso_Amorim,2,2,100.0
Hatsui_Hasuike,1,1,100.0
Jonathan_Edwards,8,7,87.5
Jimmy_Lee,1,1,100.0
Brad_Pitt,1,1,100.0
Kim_Hong-up,1,1,100.0
Tim_Conway,3,3,100.0
Carlos_Ortega,3,3,100.0
Tim_Duncan,4,4,100.0
Mike_OConnell,1,1,100.0
Mohammed_Dahlan,1,1,100.0
Sanjay_Gupta,1,1,100.0
Michael_Caine,3,3,100.0
Vicente_Fox_de_la_Concha,1,1,100.0
Mary_Elizabeth_Mastrantonio,1,1,100.0
Mona_Rishmawi,1,1,100.0
Mathilda_Karel_Spak,1,1,100.0
Michael_Andretti,1,1,100.0
Terunobu_Maeda,1,1,100.0
Laurent_Woulzy,1,1,100.0
Justin_Gatlin,2,2,100.0
Omar_Vizquel,1,1,100.0
Vince_Carter,4,4,100.0
Kimora_Lee,1,1,100.0
Melissa_Stark,1,1,100.0
Bill_Sizemore,2,2,100.0
Bobby_Goldwater,2,2,100.0
Junichi_Inamoto,1,1,100.0
Mauricio_Macri,1,1,100.0
Noer_Moeis,1,1,100.0
Tom_Osborne,1,1,100.0
Cathy_Freeman,2,2,100.0
Estelle_Morris,1,1,100.0
Vladimir_Ustinov,1,1,100.0
Angelo_Reyes,4,4,100.0
Dyana_Calub,1,1,100.0
Thomas_Franklin,1,1,100.0
Nikki_McKibbin,1,1,100.0
Jose_Theodore,2,2,100.0
Diego_Colorado,1,1,100.0
Ernie_Stewart,1,1,100.0
Paul_Krueger,1,1,100.0
Flor_Montulo,2,2,100.0
Joy_Lee_Sadler,1,1,100.0
Andrei_Mikhnevich,2,2,100.0
Albaro_Recoba,1,1,100.0
Pierce_Brosnan,15,15,100.0
Bobby_Kielty,1,1,100.0
Bill_Walton,1,1,100.0
Tomas_Malik,1,1,100.0
Wilma_McNabb,1,1,100.0
Martin_Verkerk,3,3,100.0
Nastassia_Kinski,2,2,100.0
Marina_Kuptsova,1,1,100.0
Paul_Hogan,2,2,100.0
Ali_Khamenei,3,3,100.0
Trent_Lott,16,16,100.0
Megan_Mullally,3,3,100.0
Itamar_Franco,1,1,100.0
Ilan_Goldfajn,1,1,100.0
Jose_Lina,1,1,100.0
Carol_Williams,1,1,100.0
Mark_Richt,3,3,100.0
Nancy_Reagan,2,2,100.0
Kim_Chinn,1,1,100.0
Sheila_Wellstone,2,2,100.0
Martin_Scorsese,7,7,100.0
Mike_Szymanczyk,1,1,100.0
Cathy_Cunningham,1,1,100.0
Patrick_Dennehy,1,1,100.0
Lara_Logan,1,1,100.0
Enrique_Haroldo_Gorriaran_Merlo,1,1,100.0
Jim_Zorn,1,1,100.0
Michael_Hoffa,1,1,100.0
Tom_Schnackenberg,1,1,100.0
Diego_Armando_Maradona,1,1,100.0
Olympia_Dukakis,1,1,100.0
Charles_Lebois,1,1,100.0
Nick_Reilly,1,1,100.0
Mike_Miller,2,2,100.0
Charles_Bronson,3,3,100.0
Carlos_Arroyo,1,1,100.0
Noel_Niell,1,1,100.0
Carlos_Iturgaitz,1,1,100.0
Khalid_Qazi,1,1,100.0
Nick_Cassavetes,1,1,100.0
Jose_Santos,1,1,100.0
Dimitar_Berbatov,1,1,100.0
Erika_Christensen,2,2,100.0
Chris_Dodd,1,1,100.0
Maura_Tierney,1,1,100.0
Mitchell_Swartz,1,1,100.0
Almeida_Baptista,1,1,100.0
Aly_Wagner,1,1,100.0
Ismail_Merchant,2,2,100.0
Jennifer_Aniston,21,18,85.71428571428571
Bill_Callahan,3,3,100.0
Thanongsak_Tuvinan,1,1,100.0
Jimmy_Iovine,1,1,100.0
Phil_Mickelson,2,2,100.0
Uzi_Landau,1,1,100.0
Kirby_Puckett,1,1,100.0
Thabo_Mbeki,4,4,100.0
Iveta_Benesova,1,1,100.0
Venus_Williams,16,16,100.0
Mayumi_Moriyama,1,1,100.0
Valery_Giscard_dEstaing,6,6,100.0
Vanessa_Williams,3,3,100.0
Andy_Warhol,1,1,100.0
Aaron_Patterson,1,1,100.0
Yannos_Papantoniou,1,1,100.0
Larry_Harris,1,1,100.0
Natasha_Henstridge,1,1,100.0
Jerry_Falwell,2,2,100.0
Bryan_Thomas,1,1,100.0
Mikhail_Khodorkovsky,1,1,100.0
Matt_Doherty,3,3,100.0
Jackie_Dennis,1,1,100.0
Alexa_Loren,1,1,100.0
Ernie_Els,4,4,100.0
Milton_Wynants,1,1,100.0
Kyle_McLaren,1,1,100.0
Mike_Smith,1,1,100.0
Des_Brown,1,1,100.0
Patrick_Roy,2,1,50.0
Erwin_Mapasseng,1,1,100.0
Sally_Ride,2,2,100.0
Morgan_Fairchild,1,1,100.0
Alicia_Hollowell,1,1,100.0
Salma_Hayek,13,13,100.0
Wang_Fei,1,1,100.0
Gerald_Ford,1,1,100.0
Nick_Nolte,5,5,100.0
Tim_Curley,1,1,100.0
Branko_Crvenkovski,3,2,66.66666666666667
Deepa_Mehta,1,1,100.0
Brian_Henson,1,1,100.0
Muhammad_Ali,10,10,100.0
Heidi_Klum,5,5,100.0
Nicoletta_Braschi,1,1,100.0
Simon_Yam,1,1,100.0
Judy_Dean,1,1,100.0
Laura_Linney,4,4,100.0
Norio_Ohga,1,1,100.0
Natalie_Williams,1,1,100.0
Brian_Meadors,1,1,100.0
Hana_Sadiq,1,1,100.0
Nathalia_Gillot,1,1,100.0
Michel_Duclos,2,2,100.0
Miles_Stewart,1,1,100.0
Kim_Ryong-sung,11,11,100.0
Leander_Paes,2,2,100.0
Tora_Takagi,1,1,100.0
Angela_Merkel,5,5,100.0
Earl_Counter,1,1,100.0
Tiago_Splitter,1,1,100.0
Kevin_Garnett,1,1,100.0
Nancy_Humbert,1,1,100.0
Ali_Bin_Hussein,1,1,100.0
Bob_Cantrell,1,1,100.0
Tom_Vilsack,1,1,100.0
Tom_Moss,1,1,100.0
Vadim_Strogalev,1,1,100.0
Melvin_Talbert,1,1,100.0
Aline_Chretien,1,1,100.0
Scott_Wallach,1,1,100.0
Alicia_Keys,1,1,100.0
Vicente_Fox,31,31,100.0
Eric_Schacht,1,1,100.0
Mark_Salter,1,1,100.0
Tim_Lopes,1,1,100.0
Mark_Komara,1,1,100.0
Larry_Ellison,3,3,100.0
Nate_Hybl,1,1,100.0
Paul-Henri_Mathieu,3,3,100.0
Milton_Berle,1,1,100.0
Dick_Cheney,14,14,100.0
Mark_Mishkin,1,1,100.0
Paul_Vathis,1,1,100.0
Julie_Taymor,2,2,100.0
Francis_Crick,1,1,100.0
Wan_Yanhai,1,1,100.0
Habib_Rizieq,5,5,100.0
Alison_Lohman,2,2,100.0
Enrik_Vendt,1,1,100.0
Monica_Vergara,1,1,100.0
Kyra_Sedgwick,1,1,100.0
Joan_Laporta,9,9,100.0
Chris_Cirino,1,1,100.0
Naomi_Bronstein,1,1,100.0
Alexandra_Pelosi,1,1,100.0
Larenz_Tate,1,1,100.0
Bill_Herrion,1,1,100.0
Al_Sharpton,7,7,100.0
Wei_Wu,1,1,100.0
Wally_Szczerbiak,1,1,100.0
Brian_Schneider,1,1,100.0
Mark_Hogan,1,1,100.0
Marina_Canetti,1,1,100.0
Mark_Cuban,2,2,100.0
Mike_Helton,2,2,100.0
Derian_Hatcher,1,1,100.0
Andrew_Luster,1,1,100.0
Dinora_Rosales,1,1,100.0
David_Dodge,2,2,100.0
William_McDonough,1,1,100.0
David_Alpay,1,1,100.0
Alberto_Acosta,1,1,100.0
Phil_Cullen,1,1,100.0
Martha_Beatriz_Roque,2,2,100.0
Monica_Seles,6,6,100.0
OJ_Simpson,2,2,100.0
Billy_Donovan,1,1,100.0
Emily_Mason,1,1,100.0
Michel_Kratochvil,1,1,100.0
Moon-So-ri,1,1,100.0
Miyako_Miyazaki,2,2,100.0
Jorge_Rodolfo_Canicoba_Corral,2,2,100.0
Caroline_Link,1,1,100.0
Momcilo_Perisic,1,1,100.0
Ruth_Christofferson,1,1,100.0
Michael_Lechner,1,1,100.0
Scott_McNealy,2,2,100.0
Dino_Risi,1,1,100.0
Oprah_Winfrey,4,4,100.0
Marina_Hands,1,1,100.0
David_Bowie,1,1,100.0
Normand_Legault,1,1,100.0
Todd_Wike,1,1,100.0
Larry_Lindsey,2,2,100.0
Emmanuel_Milingo,1,1,100.0
Billy_Gilman,1,1,100.0
Shane_Hmiel,1,1,100.0
Juan_Carlos_Ortega,1,1,100.0
George_Maxwell_Richards,1,1,100.0
Mary_Frances_Seiter,1,1,100.0
Al_Pacino,3,3,100.0
Mathias_Reichhold,3,3,100.0
Scott_Weiland,1,1,100.0
Maurice_Papon,1,1,100.0
Vince_Gill,2,2,100.0
Bo_Ryan,2,2,100.0
Emmit_Smith,2,2,100.0
Carlos_Barra,1,1,100.0
Dick_Smothers,1,1,100.0
Alfonso_Soriano,1,1,100.0
Mo_Elleithee,1,1,100.0
Philippe_Noiret,1,1,100.0
Bobby_Robson,2,2,100.0
Mehdi_Baala,1,1,100.0
Mehmet_Ali_Sahin,1,1,100.0
Jung_Bong,1,1,100.0
Lee_Ann_Terlaji,1,1,100.0
Mika_Hakkinen,1,1,100.0
Olivia_Newton-John,2,2,100.0
Tina_Andrews,1,1,100.0
Werner_Schlager,1,1,100.0
Rudi_Voeller,1,1,100.0
Jeremy_Fogel,1,1,100.0
Larry_Eustachy,1,1,100.0
Johnny_Htu,1,1,100.0
Bill_Cartwright,1,1,100.0
Amy_Cotton,1,1,100.0
Jerry_Bruckheimer,1,1,100.0
Alejandro_Lerner,1,1,100.0
Hal_Sutton,2,1,50.0
Ruth_Harlow,2,2,100.0
Gen_Meredith,1,1,100.0
Angelina_Jolie,20,19,95.0
Maryn_McKenna,1,1,100.0
Todd_Petit,1,1,100.0
Carly_Gullickson,1,1,100.0
Chan_Gailey,3,2,66.66666666666667
Mick_Jagger,5,5,100.0
Earl_Fritts,1,1,100.0
Charlotte_Church,1,1,100.0
Michael_DeMinico,1,1,100.0
Mike_Fisher,1,1,100.0
Nicole_Hiltz,1,1,100.0
Eric_Idle,1,1,100.0
Joxel_Garcia,1,1,100.0
Bill_Duffey,1,1,100.0
Norm_Coleman,7,7,100.0
Sergei_Ivanov,5,5,100.0
Carlos_Moya,19,11,57.89473684210526
Jakob_Kellenberger,1,1,100.0
Alan_Trammell,1,1,100.0
Joan_Jett,1,1,100.0
Jorge_Quiroga,1,1,100.0
Gerard_Tronche,1,1,100.0
Michelle_Pfeiffer,3,3,100.0
Bill_Lerach,1,1,100.0
Tracy_Wyle,1,1,100.0
George_Murphy,1,1,100.0
Michael_Jasny,1,1,100.0
Johnny_Depp,2,2,100.0
Vanessa_Incontrada,4,4,100.0
Dianne_Feinstein,3,3,100.0
Chris_Neil,1,1,100.0
Osama_bin_Laden,4,4,100.0
Willis_Roberts,1,1,100.0
Kim_Cattrall,1,1,100.0
Melinda_Czink,1,1,100.0
Larry_Brown,7,7,100.0
Noah_Wyle,3,3,100.0
Spencer_Abraham,17,17,100.0
Tom_Brennan,1,1,100.0
Gary_Williams,2,2,100.0
Habib_Hisham,1,1,100.0
Alexis_Dennisoff,1,1,100.0
Odilia_Collazo,1,1,100.0
Minnie_Mendoza,1,1,100.0
Choi_Sung-hong,5,5,100.0
Kevin_Costner,8,8,100.0
Bob_Dole,2,2,100.0
Mary_Bono,1,1,100.0
Paul_Bremer,19,9,47.36842105263158
Diane_Lane,1,1,100.0
Phil_Cline,1,1,100.0
David_Modell,1,1,100.0
John_Wright,1,1,100.0
Billy_Graham,2,2,100.0
Tom_Smothers,1,1,100.0
Moshe_Katsav,4,4,100.0
Orlando_Bloom,3,3,100.0
Juan_Carlos_Morales,1,1,100.0
Binyamin_Ben-Eliezer,6,6,100.0
Kenneth_Reichert,1,1,100.0
Martin_Boryczewski,1,1,100.0
William_Umbach,1,1,100.0
Brian_De_Palma,1,1,100.0
Geovani_Lapentti,1,1,100.0
Nawabzada_Nasrullah_Khan,1,1,100.0
Turner_Stevenson,1,1,100.0
Michael_Jackson,12,12,100.0
Nova_Esther_Guthrie,1,1,100.0
Morgan_Freeman,2,2,100.0
Alessandro_Nesta,1,1,100.0
Jerry_Angelo,1,1,100.0
Kurt_Busch,2,2,100.0
Alicia_Molik,1,1,100.0
Brian_Pavlich,1,1,100.0
Michael_Wayne,1,1,100.0
Bruce_Springsteen,4,4,100.0
Mark_Bellhorn,1,1,100.0
Albert_Pujols,1,1,100.0
Pier_Ferdinando_Casini,1,1,100.0
Will_Ferrell,1,1,100.0
Diana_Taurasi,2,2,100.0
George_Galloway,3,3,100.0
Paul_Greengrass,1,1,100.0
Mark_Leno,1,1,100.0
David_Montoya,1,1,100.0
Kostya_Tszyu,1,1,100.0
Billy_Bob_Thornton,1,1,100.0
Alexa_Vega,1,1,100.0
Alejandro_Avila,3,3,100.0
Brendan_Gaughan,1,1,100.0
Michael_Dell,1,1,100.0
Larry_Pleau,1,1,100.0
Heath_Ledger,4,4,100.0
Bruce_Gebhardt,1,1,100.0
Gene_Sauers,1,1,100.0
Timothy_Rigas,1,1,100.0
Tina_Fey,1,1,100.0
Mike_Sweeney,1,1,100.0
Marsha_Thomason,1,1,100.0
Mike_Tyson,4,4,100.0
Monte_Kiffin,1,1,100.0
Alvaro_Noboa,3,3,100.0
Mohamed_ElBaradei,8,8,100.0
Debra_Shank,1,1,100.0
Carlos_Salinas,1,1,100.0
Allan_Wagner,1,1,100.0
Mark_Mulder,1,1,100.0
Gary_Gitnick,1,1,100.0
Walter_Woods,1,1,100.0
Dave_Johnson,1,1,100.0
Tiffany_Limos,1,1,100.0
Bruna_Colosio,1,1,100.0
Sargis_Sargsian,1,1,100.0
Brian_Campbell,1,1,100.0
Carlos_Lordkipanitse,1,1,100.0
Jose_Woldenberg,1,1,100.0
Nan_Wang,4,4,100.0
Evan_Rachel_Wood,3,3,100.0
Vicki_Zhao_Wei,2,2,100.0
Hal_Sellers,1,1,100.0
Marty_Mornhinweg,3,3,100.0
Amy_Gale,1,1,100.0
Emma_Nicholson,1,1,100.0
Gerhard_Schmid,1,1,100.0
Hashim_Thaci,2,2,100.0
Denis_Coderre,1,1,100.0
Carolina_Kluft,3,3,100.0
Michael_Deutsch,1,1,100.0
Kim_Su_Nam,1,1,100.0
Alexandre_Vinokourov,1,1,100.0
Jennie_Finch,1,1,100.0
Marricia_Tate,1,1,100.0
Sam_Mendes,2,2,100.0
Kristen_Rivera,1,1,100.0
Mike_Weir,10,8,80.0
Wim_Duisenberg,1,1,100.0
Carlos_Alberto,1,1,100.0
Jeremy_Shockey,2,2,100.0
Allison_Janney,2,2,100.0
Mikhail_Youzhny,3,3,100.0
Brandon_Spann,1,1,100.0
Gaston_Gaudio,1,1,100.0
Hasan_Wirayuda,1,1,100.0
Kurt_Budke,1,1,100.0
Diana_Ross,1,1,100.0
Heather_Chinnock,1,1,100.0
Earl_Scruggs,1,1,100.0
Bill_Byrne,1,1,100.0
Maria_Wetterstrand,1,1,100.0
Joseph_Safra,1,1,100.0
Kit_Bond,1,1,100.0
Laura_Bozzo,1,1,100.0
Eva_Dimas,2,2,100.0
Vincent_Sombrotto,1,1,100.0
Nicole,1,1,100.0
Koji_Uehara,1,1,100.0
Tom_Gamboa,1,1,100.0
Carol_Moseley_Braun,2,2,100.0
Hans_Peter_Briegel,1,1,100.0
Perry_Farrell,1,1,100.0
Ana_Sebastiao,1,1,100.0
Kurt_Thomas,1,1,100.0
Vincent_Cianci_Jr,1,1,100.0
Maurice_Cheeks,1,1,100.0
Martin_Short,1,1,100.0
Kong_Quan,1,1,100.0
Nick_Rahall,1,1,100.0
Monique_Ferreira,1,1,100.0
Zinedine_Zidane,5,4,80.0
Beyonce_Knowles,1,1,100.0
Billy_Joel,1,1,100.0
Shinya_Taniguchi,1,1,100.0
Hamad_Bin_Isa_al-Khalifa,1,1,100.0
Mauro_Viza,1,1,100.0
Emmanuel_Filiberto,1,1,100.0
Jose_Luis_Rodriguez_Zapatero,1,1,100.0
Mukhtar_Alytnbayev,1,1,100.0
Hanan_Ashrawi,2,2,100.0
Carlos_De_Abreu,1,1,100.0
Iran_Brown,1,1,100.0
Thomas_Cloyd,1,1,100.0
Tom_Miller,1,1,100.0
Tommy_Tubberville,1,1,100.0
Serena_Karlan,1,1,100.0
Matt_Dillon,3,3,100.0
Cathy_Chisholm,1,1,100.0
Alicia_Witt,1,1,100.0
Daniell_Sunjata,1,1,100.0
George_Roy_Hill,2,2,100.0
Johnny_Unitas,2,2,100.0
Mary_Katherine_Smart,1,1,100.0
Chen_Liang_Yu,2,2,100.0
Marion_Fahnestock,1,1,100.0
Martin_Kristof,1,1,100.0
Mark_Polansky,1,1,100.0
Juergen_Peters,2,2,100.0
Andy_Garcia,1,1,100.0
Tom_Jones,2,2,100.0
