Name,Images of Name,True Positives,Percent TP,False Negatives,Percent FN,False positives,Total faces,Percent FP
Michelle_Bachelet,1,1,100.0,0,0.0,1531,6688,22.9
Viara_Vike-Freiberga,1,0,0.0,1,100.0,1614,6688,24.1
Carlos_De_Abreu,1,0,0.0,1,100.0,1736,6688,26.0
Tim_Matheson,1,1,100.0,0,0.0,1528,6688,22.8
Bonnie_Hunt,1,0,0.0,1,100.0,1549,6688,23.2
Carol_Niedermayer,1,1,100.0,0,0.0,1350,6688,20.2
Andrew_Firestone,1,1,100.0,0,0.0,2093,6688,31.3
Ismail_Merchant,2,0,0.0,2,100.0,1490,6688,22.3
Julian_Battle,1,0,0.0,1,100.0,464,6688,6.9
Jose_Manuel_Durao_Barroso,6,2,33.3,4,66.7,1313,6688,19.6
Urmila_Matondkar,1,0,0.0,1,100.0,160,6688,2.4
Tian_Liang,1,1,100.0,0,0.0,1490,6688,22.3
Vernon_Forrest,1,0,0.0,1,100.0,2214,6688,33.1
Daniell_Sunjata,1,0,0.0,1,100.0,2381,6688,35.6
David_Howard,1,0,0.0,1,100.0,127,6688,1.9
Erika_Christensen,2,2,100.0,0,0.0,2309,6688,34.5
Dianne_Feinstein,3,0,0.0,3,100.0,1423,6688,21.3
Ornella_Muti,1,0,0.0,1,100.0,1965,6688,29.4
Hamid_Efendi,1,0,0.0,1,100.0,46,6688,0.7
Anatoliy_Kinakh,1,0,0.0,1,100.0,2050,6688,30.7
Sam_Rockwell,1,1,100.0,0,0.0,1739,6688,26.0
Noelle_Bush,4,2,50.0,2,50.0,2392,6688,35.8
Andy_Bryant,1,1,100.0,0,0.0,1184,6688,17.7
Kyle_Shewfelt,1,0,0.0,1,100.0,1726,6688,25.8
Brenda_van_Dam,1,1,100.0,0,0.0,1843,6688,27.6
Lane_Odom,1,0,0.0,1,100.0,1987,6688,29.7
Paul_LeClerc,1,0,0.0,1,100.0,693,6688,10.4
Penelope_Taylor,1,1,100.0,0,0.0,1582,6688,23.7
